,Run,Rerun,CamCol,DAOPHOTID,ra,dec,x_u,y_u,u,uErr,chi_u,sharp_u,flag_u,x_g,y_g,g,gErr,chi_g,sharp_g,flag_g,x_r,y_r,r,rErr,chi_r,sharp_r,flag_r,x_i,y_i,i,iErr,chi_i,sharp_i,flag_i,x_z,y_z,z,zErr,chi_z,sharp_z,flag_z
29,2141,40,4,335,151.3648438,0.17470449,1668.52,177.988,20.996,0.089,0.4,-0.19,0,1666.729,181.404,20.061,0.022,1.1,-0.04,0,1665.193,170.848,19.775,0.022,0.97,0.11,0,1665.343,173.75,19.643,0.028,0.85,0.0,0,1664.789,177.461,19.642,0.16,0.77,-1.45,0
30,2141,40,4,212,151.36498861,0.08335998,838.617,179.422,21.543,0.156,0.43,-0.38,0,835.898,182.714,20.517,0.029,1.05,-0.03,0,834.746,172.372,20.269,0.033,1.08,0.09,0,834.709,175.064,20.06,0.036,0.83,0.05,0,834.161,178.891,20.3,0.204,0.64,0.01,0
31,2141,40,4,220,151.36552981,0.08581109,860.887,184.337,21.406,0.124,0.4,0.54,0,858.193,187.633,19.952,0.02,1.04,-0.29,0,857.031,177.286,19.195,0.014,0.92,0.02,0,856.999,179.983,18.94,0.016,0.75,-0.03,0,856.453,183.807,18.804,0.054,0.65,-0.12,0
32,2141,40,4,182,151.36572276,0.07655785,776.813,186.101,21.722,0.162,0.38,0.1,0,774.026,189.385,20.545,0.029,1.0,0.25,0,772.903,179.06,20.27,0.031,0.98,-0.03,0,772.852,181.735,20.158,0.034,0.72,-0.02,0,772.306,185.571,19.91,0.141,0.63,-0.26,0
33,2141,40,4,29,151.36611674,0.01753817,9999.99,9999.99,99.999,9.999,9.99,9.99,9,237.293,192.94,21.329,0.063,1.19,0.63,0,236.418,182.754,20.438,0.045,1.27,0.66,0,236.246,185.294,19.994,0.052,1.25,0.45,0,235.706,189.205,19.512,0.111,0.66,0.34,0
34,2141,40,4,143,151.36612242,0.07128095,9999.99,9999.99,99.999,9.999,9.99,9.99,9,726.028,193.016,19.773,0.021,1.26,-0.19,0,724.928,182.704,18.29,0.011,1.04,-0.04,0,724.866,185.367,16.752,0.008,0.8,-0.03,0,724.322,189.21,15.914,0.008,0.7,0.04,0
35,2141,40,4,16,151.36633361,0.0006549,9999.99,9999.99,99.999,9.999,9.99,9.99,9,83.809,194.897,21.852,0.078,0.94,-0.09,0,83.005,184.751,20.714,0.045,1.03,0.11,0,82.799,187.252,20.201,0.041,0.85,0.09,0,82.26,191.184,19.907,0.14,0.55,-0.34,0
36,2141,40,4,278,151.3672425,0.11862336,1159.019,199.86,22.159,0.284,0.48,0.03,0,1156.66,203.201,21.414,0.072,1.29,0.94,0,1155.361,192.78,21.168,0.076,1.23,0.74,0,1155.397,195.55,20.822,0.085,1.05,0.33,0,9999.99,9999.99,99.999,9.999,9.99,9.99,9
37,2141,40,4,91,151.36766323,0.05950906,621.917,203.754,21.782,0.232,0.48,-0.1,0,618.958,207.015,20.73,0.029,0.87,-0.12,0,617.908,196.734,20.457,0.038,1.08,-0.17,0,617.822,199.368,20.281,0.047,0.92,0.12,0,617.281,203.226,20.068,0.155,0.56,0.88,0
38,2141,40,4,389,151.3677807,0.21624244,9999.99,9999.99,99.999,9.999,9.99,9.99,9,2044.371,208.103,22.579,0.149,0.99,0.61,0,2042.663,197.456,20.854,0.045,0.93,-0.03,0,2042.899,200.448,19.882,0.036,0.92,-0.11,0,2042.346,204.11,19.332,0.16,0.91,-1.32,0
39,2141,40,4,188,151.36789392,0.07715083,782.198,205.831,21.973,0.228,0.43,0.7,0,779.418,209.116,20.345,0.022,0.89,-0.08,0,778.294,198.794,19.878,0.026,1.09,0.01,0,778.245,201.468,19.628,0.028,0.86,0.01,0,777.703,205.304,19.579,0.11,0.66,0.0,0
40,2141,40,4,201,151.368071,0.0802176,810.061,207.437,22.041,0.212,0.36,1.2,0,807.313,210.726,20.882,0.034,0.92,0.07,0,806.176,200.397,20.334,0.031,0.97,0.09,0,806.133,203.078,19.97,0.034,0.85,0.0,0,805.591,206.911,19.804,0.133,0.64,-0.7,0
41,2141,40,4,238,151.36827881,0.09521943,946.367,209.307,16.844,0.006,0.62,0.01,0,943.77,212.617,15.735,0.005,1.42,0.01,0,942.571,202.253,15.397,0.006,1.12,0.0,0,942.559,204.968,15.273,0.004,0.52,0.01,0,942.016,208.782,15.28,0.008,0.87,0.01,0
42,2141,40,4,113,151.36930326,0.06653721,685.766,218.65,21.519,0.14,0.36,1.44,0,682.879,221.922,17.473,0.018,2.79,0.09,0,681.801,211.627,15.87,0.028,4.12,0.35,1,681.73,214.275,14.682,0.026,1.43,-0.04,1,681.191,218.126,14.072,0.013,1.98,0.04,0
43,2141,40,4,118,151.36991472,0.06703495,690.287,224.207,16.941,0.006,0.54,0.0,0,687.405,227.479,14.466,0.007,2.19,-0.08,0,9999.99,9999.99,99.999,9.999,9.99,9.99,9,9999.99,9999.99,99.999,9.999,9.99,9.99,9,685.718,223.683,12.659,0.014,2.75,0.09,0
44,2141,40,4,103,151.36994133,0.06263912,650.35,224.454,21.823,0.259,0.53,-0.23,0,647.424,227.72,20.567,0.029,0.99,-0.33,0,646.363,217.435,19.941,0.022,0.89,-0.01,0,646.284,220.074,19.638,0.026,0.81,-0.07,0,645.746,223.93,19.513,0.106,0.67,-0.17,0
45,2141,40,4,130,151.36998871,0.0697074,714.567,224.876,21.72,0.188,0.43,0.09,0,711.712,228.152,20.636,0.041,1.34,0.52,0,710.622,217.851,20.268,0.037,1.2,0.13,0,710.557,220.505,20.109,0.048,1.05,-0.11,0,710.019,224.352,20.093,0.169,0.64,-0.47,0
46,2141,40,4,185,151.37013944,0.07681647,9999.99,9999.99,99.999,9.999,9.99,9.99,9,776.374,229.523,20.52,0.03,1.07,-0.15,0,775.254,219.206,19.944,0.026,1.05,0.11,0,775.204,221.876,19.619,0.023,0.74,-0.03,0,774.666,225.715,19.583,0.117,0.7,0.2,0
47,2141,40,4,151,151.37066712,0.07234407,9999.99,9999.99,99.999,9.999,9.99,9.99,9,735.695,234.318,22.03,0.09,0.95,0.23,0,734.593,224.012,21.562,0.115,1.31,0.1,0,734.535,226.671,21.54,0.108,0.71,-0.09,0,9999.99,9999.99,99.999,9.999,9.99,9.99,9
48,2141,40,4,104,151.3713207,0.06270667,650.962,236.988,21.643,0.242,0.59,-0.98,0,648.037,240.255,20.692,0.035,1.07,-0.24,0,646.977,229.973,20.351,0.035,1.07,-0.21,0,646.899,232.609,20.139,0.036,0.78,-0.1,0,646.363,236.467,19.861,0.137,0.62,-0.21,0
49,2141,40,4,349,151.37143711,0.18498806,9999.99,9999.99,99.999,9.999,9.99,9.99,9,1760.233,241.324,23.539,0.382,1.02,1.28,0,1758.659,230.757,21.819,0.113,1.04,0.37,0,1758.831,233.673,20.926,0.056,0.62,0.03,0,1758.286,237.376,20.188,0.285,0.81,-0.4,0
50,2141,40,4,164,151.37205281,0.07357018,9999.99,9999.99,99.999,9.999,9.99,9.99,9,746.846,246.912,22.038,0.095,0.99,0.17,0,745.74,236.605,21.58,0.071,0.8,-0.14,0,745.684,239.266,21.09,0.072,0.71,-0.06,0,745.149,243.11,20.698,0.322,0.69,1.33,0
51,2141,40,4,303,151.37237734,0.14265575,9999.99,9999.99,99.999,9.999,9.99,9.99,9,1375.251,249.866,22.352,0.127,1.01,-0.09,0,1373.856,239.399,21.298,0.074,1.07,0.36,0,1373.941,242.217,20.985,0.075,0.8,0.14,0,1373.401,245.974,20.663,0.273,0.56,1.0,0
52,2141,40,4,317,151.37292183,0.1558288,9999.99,9999.99,99.999,9.999,9.99,9.99,9,1495.062,254.815,21.752,0.081,1.09,-0.4,0,1493.612,244.318,20.368,0.036,1.1,-0.1,0,1493.724,247.166,19.216,0.026,1.05,0.03,0,1493.184,250.907,18.553,0.049,0.67,-0.1,0
53,2141,40,4,155,151.37339751,0.07259873,740.831,255.85,21.724,0.201,0.47,-0.14,0,738.008,259.131,20.617,0.029,0.94,-0.07,0,736.908,248.83,20.247,0.025,0.82,-0.04,0,736.85,251.486,20.037,0.043,1.0,0.01,0,736.317,255.332,20.416,0.217,0.59,-0.23,0
54,2141,40,4,162,151.37346235,0.07328212,9999.99,9999.99,99.999,9.999,9.99,9.99,9,744.224,259.721,21.393,0.061,1.09,0.17,0,743.121,249.418,20.92,0.046,0.9,0.11,0,743.064,252.076,20.594,0.055,0.83,0.24,0,742.531,255.922,20.361,0.192,0.56,-0.34,0
55,2141,40,4,134,151.37356347,0.07002157,717.416,257.361,21.659,0.171,0.42,-0.42,0,714.567,260.639,20.287,0.024,1.02,-0.08,0,713.478,250.344,20.192,0.031,1.06,-0.11,0,713.415,252.994,20.203,0.026,0.55,-0.05,0,712.882,256.844,20.18,0.166,0.57,-0.2,0
56,2141,40,4,214,151.3737124,0.08390262,9999.99,9999.99,99.999,9.999,9.99,9.99,9,840.827,261.995,21.836,0.085,1.06,0.12,0,839.679,251.668,20.391,0.033,0.99,-0.15,0,839.645,254.35,19.717,0.032,0.88,-0.09,0,839.111,258.182,19.209,0.093,0.76,0.21,0
57,2141,40,4,237,151.37377465,0.09425005,937.55,259.252,21.134,0.13,0.55,0.0,0,934.948,262.562,19.105,0.013,1.09,-0.09,0,933.757,252.211,18.315,0.015,1.4,-0.04,0,933.743,254.916,17.956,0.011,0.74,-0.01,0,933.209,258.736,17.803,0.024,0.64,-0.04,0
58,2141,40,4,265,151.37391152,0.11069537,9999.99,9999.99,99.999,9.999,9.99,9.99,9,1084.539,263.808,21.33,0.059,1.12,0.54,0,1083.279,253.418,19.99,0.047,1.84,0.74,0,1083.3,256.161,19.535,0.059,1.92,0.5,0,1082.764,259.96,19.215,0.099,0.79,0.71,0
59,2141,40,4,206,151.37464632,0.08165984,823.156,267.189,21.847,0.207,0.44,0.84,0,820.426,270.483,20.292,0.026,1.1,0.32,0,819.288,260.162,19.645,0.027,1.36,0.28,0,819.25,262.837,19.434,0.038,1.3,0.21,0,818.718,266.673,19.321,0.102,0.77,0.54,0
60,2141,40,4,172,151.37485037,0.07455078,9999.99,9999.99,99.999,9.999,9.99,9.99,9,755.762,272.335,21.343,0.078,1.47,1.39,0,754.655,262.032,20.891,0.088,1.76,0.95,0,754.601,264.691,20.662,0.095,1.35,0.8,0,754.071,268.535,20.627,0.305,0.69,0.39,0
61,2141,40,4,122,151.37489246,0.06774006,696.686,269.442,21.641,0.175,0.44,0.03,0,693.815,272.717,20.616,0.03,0.98,0.14,0,692.736,262.429,19.975,0.028,1.13,-0.1,0,692.669,265.073,19.677,0.033,1.0,-0.11,0,692.138,268.926,19.632,0.101,0.57,-0.2,0
